63 0 12 14 0 0 22 11 2 9 5 10 1 0 0 0 0 0
27 0 17 24 0 0 22 34 1 9 5 10 1 0 0 0 0 0
57 0 19 5 0 0 22 21 1 9 5 10 1 0 0 0 0 0
45 0 20 19 0 0 22 18 1 9 5 10 1 0 0 0 0 0
25 0 23 28 0 0 22 27 1 9 5 9 1 0 0 0 0 0
35 0 45 15 0 0 22 6 1 9 6 9 2 0 0 0 0 0
44 0 31 13 0 0 21 13 2 9 5 10 2 0 0 0 0 0
14 0 79 0 0 0 21 13 1 9 5 5 2 0 0 0 0 0
20 0 15 0 0 0 21 13 4 9 2 28 38 0 0 0 0 0
27 0 17 0 0 0 21 13 4 9 1 19 38 0 0 0 0 0
2 0 24 0 0 0 21 13 1 9 4 22 53 0 0 0 0 0
25 0 2 0 0 0 21 13 1 9 3 60 15 0 0 0 0 0
25 0 27 0 0 0 21 13 1 9 2 36 15 0 0 0 0 0
23 0 23 0 0 0 21 13 1 9 2 42 15 0 0 0 0 0
15 0 34 0 0 0 21 13 1 9 2 32 22 0 0 0 0 0
19 0 35 0 0 0 21 13 1 9 2 27 22 0 0 0 0 0
8 0 30 0 0 0 20 19 1 9 2 38 22 0 0 0 0 0
27 0 24 0 0 0 22 21 3 8 2 20 22 0 0 0 0 0
27 0 23 0 0 0 3 21 24 7 2 22 23 0 0 0 0 0
28 0 1 0 0 0 24 21 24 6 2 21 23 0 0 0 0 0
26 0 1 0 0 0 24 21 24 6 2 23 23 0 0 0 0 0
24 0 3 0 0 0 21 21 24 6 2 26 23 0 0 0 0 0
23 0 2 0 0 0 21 21 24 5 2 27 23 0 0 0 0 0
24 0 22 0 0 0 2 21 25 4 2 29 24 0 0 0 0 0
26 0 6 0 0 0 19 20 25 3 2 27 24 0 0 0 0 0
27 0 6 0 0 0 25 20 25 2 2 19 24 0 0 0 0 0
14 0 15 0 0 0 7 20 25 2 2 41 23 0 0 0 0 0
4 0 14 0 0 0 7 20 26 2 2 52 23 0 0 0 0 0
17 0 10 0 0 0 13 21 25 2 2 37 23 0 0 0 0 0
24 0 2 0 0 0 21 21 24 2 2 31 23 0 0 0 0 0
31 0 2 0 0 0 27 21 24 2 2 18 23 0 0 0 0 0
28 0 2 0 0 0 19 21 24 2 2 29 23 0 0 0 0 0
32 0 3 0 0 0 24 21 24 2 2 19 23 0 0 0 0 0
22 0 2 0 0 0 24 19 26 2 2 29 23 0 0 0 0 0
49 0 2 0 0 0 26 19 26 2 2 0 23 0 0 0 0 0
50 0 2 0 0 0 26 24 21 2 2 0 23 0 0 0 0 0
50 0 2 0 0 0 27 22 10 2 2 0 23 12 0 0 0 0
50 0 5 0 0 0 24 14 4 2 2 0 23 26 0 0 0 0
51 0 4 0 0 0 24 14 6 2 2 0 23 23 0 0 0 0
52 0 1 0 0 0 26 19 10 2 2 0 23 14 0 0 0 0
51 0 3 0 0 0 25 11 18 2 2 0 23 15 0 0 0 0
36 0 2 0 0 0 26 11 28 2 2 0 23 6 13 0 0 0
30 0 2 0 0 0 27 15 14 2 2 0 23 15 20 0 0 0
27 0 3 0 0 0 18 20 19 2 2 0 23 14 22 0 0 0
2 0 2 0 0 0 18 1 3 2 2 0 23 49 47 0 0 0
3 0 10 0 0 0 19 3 7 2 2 0 23 18 38 26 0 0
4 0 6 0 0 0 19 13 11 2 2 0 10 0 40 29 13 0
3 0 22 0 0 0 19 2 22 2 2 0 5 0 24 30 18 0
1 0 2 0 0 0 19 1 23 2 2 0 5 0 45 31 18 0
1 0 4 0 0 0 18 12 14 2 2 0 5 0 44 31 18 0
1 0 11 0 0 0 18 0 27 2 2 0 5 0 36 30 18 0
1 0 19 0 0 0 19 0 25 2 2 0 5 0 28 31 18 0
1 0 27 0 0 0 19 0 25 2 2 0 5 0 20 31 18 0
1 0 21 0 0 0 19 0 26 2 2 0 5 0 26 30 18 0
1 0 22 0 0 0 19 0 28 2 2 0 5 0 25 13 18 15
