22 19 66 41 0 0 0 0 2 2 0 0 0 0 0
24 20 58 44 0 0 0 0 2 2 0 0 0 0 0
26 18 63 39 0 0 0 0 2 2 0 0 0 0 0
29 15 56 45 0 0 0 0 2 2 0 0 0 0 0
34 17 53 42 0 0 0 0 2 2 0 0 0 0 0
29 18 56 44 0 0 0 0 2 2 0 0 0 0 0
30 23 59 35 0 0 0 0 2 2 0 0 0 0 0
33 21 64 29 0 0 0 0 2 2 0 0 0 0 0
31 24 59 33 0 0 0 0 2 2 0 0 0 0 0
34 22 54 37 0 0 0 0 2 2 0 0 0 0 0
30 20 58 39 0 0 0 0 2 2 0 0 0 0 0
25 21 60 40 0 0 0 0 2 2 0 0 0 0 0
26 18 61 42 0 0 0 0 2 2 0 0 0 0 0
28 20 53 44 0 0 0 0 2 2 1 0 0 0 0
28 22 49 42 0 0 0 0 2 2 5 0 0 0 0
28 25 54 38 0 0 0 0 2 2 2 0 0 0 0
28 25 53 20 0 0 0 0 2 2 20 0 0 0 0
26 23 50 22 0 0 0 0 2 2 25 0 0 0 0
29 22 45 28 0 0 0 0 2 2 23 0 0 0 0
26 18 48 1 0 0 0 0 2 2 53 0 0 0 0
27 33 49 20 0 0 0 0 2 2 17 0 0 0 0
24 27 72 0 0 0 0 0 2 2 23 0 0 0 0
26 29 87 0 0 0 0 0 2 2 4 0 0 0 0
38 26 72 0 0 0 0 0 2 2 10 0 0 0 0
4 31 71 0 0 0 0 0 2 2 7 33 0 0 0
21 30 67 0 0 0 0 0 2 2 12 16 0 0 0
10 29 69 0 0 0 0 0 2 2 9 29 0 0 0
40 28 66 0 0 0 0 0 2 2 11 1 0 0 0
38 19 20 0 0 0 0 0 2 2 58 11 0 0 0
36 17 38 0 0 0 0 0 2 2 39 15 0 0 0
32 16 51 0 0 0 0 0 2 2 36 11 0 0 0
29 27 20 0 0 0 0 0 2 2 54 16 0 0 0
28 26 90 0 0 0 0 0 2 2 0 3 0 0 0
28 26 80 0 0 0 0 0 2 2 0 13 0 0 0
25 25 75 0 0 0 0 0 2 2 0 18 2 0 0
24 24 74 0 0 0 0 0 2 2 0 21 2 0 0
23 37 18 0 0 0 0 0 2 2 0 52 3 11 1
19 36 58 0 0 0 0 0 2 2 0 0 7 26 1
28 33 41 0 0 0 0 0 2 2 0 0 1 41 1
10 33 53 0 0 0 0 0 2 2 0 0 19 29 1
15 29 60 0 0 0 0 0 2 2 0 0 14 28 1
31 27 22 0 0 0 0 0 2 2 0 0 2 64 1
10 26 39 0 0 0 0 0 2 2 0 0 27 44 1
35 24 44 0 0 0 0 0 2 2 0 0 1 41 1
32 24 44 0 0 0 0 0 2 2 0 0 4 41 1
27 24 46 0 0 0 0 0 2 2 0 0 10 39 1
25 28 44 0 0 0 0 0 2 2 0 0 13 37 1
25 23 39 0 0 0 0 0 2 2 0 0 18 40 1
13 34 40 0 0 0 0 0 2 2 0 0 17 42 1
31 32 39 0 0 0 0 0 2 2 0 0 4 39 1
28 28 42 0 0 0 0 0 2 2 0 0 4 42 1
28 28 42 0 0 0 0 0 2 2 0 0 5 42 1
19 29 25 0 0 0 0 0 2 2 0 0 10 63 1
21 27 86 0 0 0 0 0 2 2 0 0 11 0 1
26 30 79 0 0 0 0 0 2 2 0 0 10 0 1
23 30 78 0 0 0 0 0 2 2 0 0 15 0 1
28 29 73 0 0 0 0 0 2 2 0 0 14 0 1
28 30 72 0 0 0 0 0 2 2 0 0 16 0 1
37 28 66 0 0 0 0 0 2 2 0 0 13 0 2
35 15 67 0 0 0 0 0 2 2 0 0 28 0 1
35 42 62 0 0 0 0 0 2 2 0 0 1 0 6
30 42 65 0 0 0 0 0 2 2 0 0 6 0 3
