16 19 0 21 0 24 0 23 28 0 20
18 22 0 20 0 23 0 22 26 0 19
20 20 0 22 0 20 0 24 28 0 17
18 18 0 24 0 22 0 26 25 0 18
16 20 0 22 0 20 0 24 28 0 20
15 20 0 20 0 22 0 22 26 0 24
16 21 0 17 0 23 0 23 28 0 21
18 24 0 19 0 21 0 21 26 0 20
20 22 0 21 0 19 0 23 23 0 22
22 19 0 19 0 22 0 20 25 0 24
20 20 0 21 0 20 0 18 28 0 23
18 22 0 24 0 22 0 17 26 0 21
17 17 0 22 0 28 0 19 24 0 24
20 46 0 21 0 0 0 18 23 0 23
18 37 0 24 0 0 0 20 26 0 25
20 34 0 22 0 0 0 22 29 0 23
22 31 0 24 0 0 0 20 32 0 21
25 28 0 22 0 0 0 22 29 0 23
23 26 0 25 0 0 0 25 27 0 26
21 29 0 23 0 0 0 23 30 0 24
19 24 0 25 0 0 0 27 27 0 27
18 27 0 23 0 0 0 25 31 0 25
19 28 0 19 0 0 0 26 32 0 26
17 29 0 20 0 0 0 28 28 0 29
16 48 0 18 0 0 0 26 31 0 11
16 18 0 18 0 0 0 26 31 0 42
19 26 0 18 0 0 0 25 29 0 34
21 18 0 23 0 0 0 23 26 0 39
23 32 0 21 0 0 0 25 28 0 22
21 33 0 19 0 0 0 28 32 0 16
20 32 0 22 0 0 0 27 34 0 16
19 31 0 21 0 0 0 26 33 0 19
21 28 0 23 0 0 0 28 29 0 21
23 25 0 21 0 0 0 25 32 0 23
21 28 0 23 0 0 0 23 29 0 26
20 27 0 22 0 0 0 27 28 0 25
22 25 0 25 0 0 0 25 26 0 28
20 27 0 22 0 0 0 27 28 0 25
22 25 0 25 0 0 0 30 26 0 23
20 22 0 27 0 0 0 27 28 0 25
18 24 0 24 0 0 0 30 31 0 23
20 22 0 27 0 0 0 27 28 0 26
18 24 0 30 0 0 0 24 25 0 29
20 22 0 27 0 0 0 27 28 0 26
19 25 0 25 0 0 0 31 26 0 24
18 23 0 23 0 0 0 35 24 0 27
16 25 0 25 0 0 0 32 27 0 24
18 28 0 23 0 0 0 29 30 0 22
20 26 0 26 0 0 0 27 27 0 25
21 28 0 23 0 0 0 29 29 0 22
19 25 0 25 0 0 0 32 26 0 24
17 27 0 22 0 0 0 29 28 0 26
14 28 0 23 0 0 0 30 29 0 27
15 25 0 25 0 0 0 27 32 0 24
17 28 0 23 0 0 0 30 29 0 22
19 26 0 26 0 0 0 28 27 0 25
17 23 0 23 0 0 0 30 29 0 27
15 25 0 21 0 0 0 33 32 0 24
17 23 0 24 0 0 0 30 29 0 27
19 21 0 27 0 0 0 27 32 0 24
20 22 0 24 0 0 0 24 34 0 26
22 20 0 27 0 0 0 27 31 0 24
24 22 0 24 0 0 0 24 28 0 27
22 20 0 27 0 0 0 27 31 0 24
24 22 0 30 0 0 0 24 28 0 22
21 24 0 26 0 0 0 26 30 0 24
23 22 0 23 0 0 0 29 27 0 26
21 24 0 25 0 0 0 26 30 0 23
19 26 0 22 0 0 0 29 33 0 21
21 23 0 26 0 0 0 27 30 0 24
24 21 0 24 0 0 0 25 28 0 27
22 23 0 22 0 0 0 28 31 0 24
20 26 0 24 0 0 0 25 28 0 27
22 22 0 28 0 0 0 23 26 0 30
24 20 0 25 0 0 0 25 29 0 27
26 21 0 22 0 0 0 27 25 0 29
24 23 0 24 0 0 0 25 28 0 26
21 20 0 25 0 0 0 27 30 0 28
23 22 0 22 0 0 0 24 33 0 25
26 20 0 25 0 0 0 27 30 0 23
24 23 0 23 0 0 0 25 34 0 21
26 25 0 25 0 0 0 22 30 0 23
23 22 0 22 0 0 0 24 33 0 25
25 23 0 19 0 0 0 26 35 0 22
27 21 0 21 0 0 0 23 38 0 20
30 23 0 23 0 0 0 21 34 0 18
28 26 0 26 0 0 0 19 31 0 20
26 24 0 29 0 0 0 21 28 0 22
24 22 0 27 0 0 0 24 32 0 21
26 20 0 30 0 0 0 26 29 0 19
24 22 0 27 0 0 0 29 26 0 21
27 20 0 25 0 0 0 26 29 0 23
24 22 0 28 0 0 0 23 32 0 21
26 24 0 25 0 0 0 25 28 0 23
24 22 0 23 0 0 0 23 32 0 26
23 25 0 22 0 0 0 26 30 0 24
22 23 0 25 0 0 0 24 28 0 27
25 26 0 23 0 0 0 27 26 0 25
27 23 0 25 0 0 0 24 28 0 22
29 25 0 22 0 0 0 21 30 0 24
27 23 0 25 0 0 0 24 28 0 22
31 26 0 23 0 0 0 22 26 0 21
28 24 0 26 0 0 0 24 29 0 19
25 22 0 29 0 0 0 22 32 0 21
28 20 0 27 0 0 0 20 36 0 19
26 22 0 25 0 0 0 22 33 0 21
23 24 0 27 0 0 0 24 29 0 23
25 22 0 24 0 0 0 22 32 0 25
23 20 0 22 0 0 0 25 36 0 23
27 23 0 21 0 0 0 24 34 0 22
30 25 0 23 0 0 0 22 31 0 20
27 22 0 21 0 0 0 24 34 0 22
30 20 0 19 0 0 0 26 31 0 24
27 22 0 21 0 0 0 24 34 0 22
24 24 0 23 0 0 0 26 30 0 24
22 22 0 21 0 0 0 24 34 0 27
20 24 0 19 0 0 0 26 37 0 24
23 28 0 18 0 0 0 24 35 0 23
24 24 0 19 0 0 0 21 37 0 24
23 23 0 22 0 0 0 24 35 0 23
21 25 0 20 0 0 0 26 38 0 21
23 23 0 22 0 0 0 24 35 0 23
26 22 0 21 0 0 0 22 33 0 26
29 24 0 19 0 0 0 24 30 0 24
26 22 0 21 0 0 0 26 33 0 22
23 23 0 22 0 0 0 28 35 0 19
22 22 0 25 0 0 0 26 33 0 22
20 24 0 28 0 0 0 24 30 0 24
22 22 0 25 0 0 0 26 33 0 22
25 21 0 23 0 0 0 24 31 0 25
23 23 0 21 0 0 0 27 34 0 23
24 20 0 18 0 0 0 28 36 0 24
27 19 0 17 0 0 0 32 33 0 22
26 22 0 20 0 0 0 30 31 0 21
23 24 0 22 0 0 0 27 34 0 19
25 22 0 20 0 0 0 24 38 0 21
24 21 0 23 0 0 0 23 36 0 24
22 23 0 21 0 0 0 25 33 0 26
25 22 0 20 0 0 0 29 31 0 24
22 24 0 22 0 0 0 32 28 0 22
24 26 0 19 0 0 0 28 30 0 24
22 24 0 22 0 0 0 26 34 0 22
24 22 0 20 0 0 0 29 31 0 24
26 24 0 22 0 0 0 26 27 0 26
24 22 0 20 0 0 0 29 30 0 24
28 25 0 19 0 0 0 27 28 0 23
25 28 0 21 0 0 0 24 31 0 21
28 25 0 19 0 0 0 27 28 0 23
26 23 0 22 0 0 0 25 32 0 22
29 21 0 20 0 0 0 23 36 0 20
27 20 0 23 0 0 0 27 34 0 19
26 23 0 22 0 0 0 26 32 0 22
23 20 0 24 0 0 0 28 35 0 20
26 22 0 22 0 0 0 26 32 0 22
30 21 0 21 0 0 0 24 30 0 25
27 23 0 19 0 0 0 26 33 0 22
